mode,scheme_status,design_method,design_options,tap_index,coefficient
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,750,-0.000120717035161878
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,751,-0.000113303199116177
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,752,-0.000105933953789149
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,753,-9.86183910853648e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,754,-9.13653362311865e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,755,-8.4183340177157e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,756,-7.70806725132255e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,757,-7.00653148992385e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,758,-6.31449550123891e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,759,-5.63269810125701e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,760,-4.96184765258394e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,761,-4.30262161454855e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,762,-3.65566614494518e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,763,-3.02159575321897e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,764,-2.40099300482846e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,765,-1.79440827645496e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,766,-1.20235956165793e-05
1K,SCHEME_B_ACCEPTED,kaiser,cutoff_hz=520;kaiser_beta=3,767,-6.25332326511099e-06
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,0,-6.67819602678087e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,1,-4.78119122187722e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,2,-1.82279773922163e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,3,2.00263207330563e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,4,6.34341884274228e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,5,0.000107146368923737
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,6,0.000145443578005367
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,7,0.000172385531002432
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,8,0.000182581619967642
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,9,0.000171993918195981
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,10,0.000138668200986364
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,11,8.32860634929493e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,12,9.44261265442821e-06
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,13,-7.64204685840093e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,14,-0.0001654593674561
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,15,-0.000247237353882198
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,16,-0.000310837210622381
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,17,-0.000346169381005266
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,18,-0.000345331466323954
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,19,-0.000303852562964232
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,20,-0.000221652788654812
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,21,-0.000103566447634229
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,22,4.06836351675437e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,23,0.00019711596813475
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,24,0.000348710140889093
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,25,0.000477127547426924
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,26,0.000564773432131468
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,27,0.000596982924503435
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,28,0.000564077437418095
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,29,0.000463029313242915
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,30,0.000298495436888499
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,31,8.30346600780429e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,32,-0.000163594584796565
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,33,-0.00041605872416142
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,34,-0.000645887172859474
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,35,-0.000824508574339938
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,36,-0.000926578984779889
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,37,-0.000933234178474792
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,38,-0.000834875328085558
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,39,-0.000633119044080229
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,40,-0.000341610174338908
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,41,1.44954892915234e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,42,0.000400431006179059
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,43,0.000774994998174062
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,44,0.00109474146362666
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,45,0.00131877907764595
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,46,0.00141367286646721
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,47,0.00135788888989413
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,48,0.00114523156171767
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,49,0.00078679703330271
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,50,0.000311100874696657
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,51,-0.000237777082856716
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,52,-0.000803971238439288
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,53,-0.00132524669416783
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,54,-0.00173955878371656
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,55,-0.00199209281625756
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,56,-0.00204201726434428
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,57,-0.00186816015575471
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,58,-0.0014728837578687
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,59,-0.000883585456784554
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,60,-0.000151481588818873
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,61,0.000652385043336189
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,62,0.0014436627623184
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,63,0.00213317906838188
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,64,0.00263658303887483
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,65,0.00288413891680538
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,66,0.00282958121616832
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,67,0.00245697209718184
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,68,0.00178465337598399
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,69,0.000865649181305121
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,70,-0.000215771380882885
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,71,-0.00135125295798472
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,72,-0.00241869254483343
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,73,-0.00329482611299305
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,74,-0.00386881934308288
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,75,-0.00405542425482547
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,76,-0.00380621604844374
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,77,-0.00311753822218788
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,78,-0.00203405648823701
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,79,-0.000647232980098128
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,80,0.000911454916636631
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,81,0.00248216207394315
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,82,0.00389224249001342
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,83,0.00497429866136878
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,84,0.00558491225242209
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,85,0.00562206315204986
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,86,0.00503925605654307
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,87,0.0038546003774895
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,88,0.00215351888214968
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,89,8.43589148650887e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,90,-0.00215310677611952
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,91,-0.00432554399913564
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,92,-0.00618881421554238
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,93,-0.00751353832703536
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,94,-0.00811094833377264
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,95,-0.00785631381533036
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,96,-0.00670730776458039
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,97,-0.00471503267715859
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,98,-0.00202604128236086
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,99,0.00112549254422077
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,100,0.0044353416568239
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,101,0.00755542217335034
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,102,0.0101265653426273
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,103,0.0118150226084399
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,104,0.0123493145981483
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,105,0.0115537960545017
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,106,0.00937541703368496
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,107,0.00590062141995075
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,108,0.00136010737522322
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,109,-0.00387978214451925
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,110,-0.00933905831636806
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,111,-0.0144582243162621
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,112,-0.0186420948272473
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,113,-0.0213098152264604
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,114,-0.0219468610517833
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,115,-0.0201544287064602
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,116,-0.015691673927585
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,117,-0.00850672407835318
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,118,0.00124674790319226
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,119,0.0132094161324969
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,120,0.0268332855983855
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,121,0.0414148941080112
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,122,0.0561424046364999
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,123,0.0701529842933817
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,124,0.0825958896259668
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,125,0.0926960956858344
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,126,0.0998131770681551
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,127,0.103490490125578
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,128,0.103490490125578
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,129,0.0998131770681551
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,130,0.0926960956858344
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,131,0.0825958896259668
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,132,0.0701529842933817
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,133,0.0561424046364999
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,134,0.0414148941080112
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,135,0.0268332855983855
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,136,0.0132094161324969
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,137,0.00124674790319226
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,138,-0.00850672407835318
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,139,-0.015691673927585
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,140,-0.0201544287064602
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,141,-0.0219468610517833
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,142,-0.0213098152264604
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,143,-0.0186420948272473
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,144,-0.0144582243162621
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,145,-0.00933905831636806
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,146,-0.00387978214451925
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,147,0.00136010737522322
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,148,0.00590062141995075
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,149,0.00937541703368496
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,150,0.0115537960545017
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,151,0.0123493145981483
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,152,0.0118150226084399
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,153,0.0101265653426273
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,154,0.00755542217335034
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,155,0.0044353416568239
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,156,0.00112549254422077
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,157,-0.00202604128236086
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,158,-0.00471503267715859
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,159,-0.00670730776458039
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,160,-0.00785631381533036
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,161,-0.00811094833377264
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,162,-0.00751353832703536
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,163,-0.00618881421554238
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,164,-0.00432554399913564
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,165,-0.00215310677611952
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,166,8.43589148650887e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,167,0.00215351888214968
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,168,0.0038546003774895
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,169,0.00503925605654307
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,170,0.00562206315204986
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,171,0.00558491225242209
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,172,0.00497429866136878
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,173,0.00389224249001342
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,174,0.00248216207394315
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,175,0.000911454916636631
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,176,-0.000647232980098128
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,177,-0.00203405648823701
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,178,-0.00311753822218788
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,179,-0.00380621604844374
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,180,-0.00405542425482547
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,181,-0.00386881934308288
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,182,-0.00329482611299305
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,183,-0.00241869254483343
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,184,-0.00135125295798472
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,185,-0.000215771380882885
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,186,0.000865649181305121
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,187,0.00178465337598399
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,188,0.00245697209718184
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,189,0.00282958121616832
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,190,0.00288413891680538
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,191,0.00263658303887483
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,192,0.00213317906838188
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,193,0.0014436627623184
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,194,0.000652385043336189
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,195,-0.000151481588818873
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,196,-0.000883585456784554
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,197,-0.0014728837578687
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,198,-0.00186816015575471
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,199,-0.00204201726434428
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,200,-0.00199209281625756
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,201,-0.00173955878371656
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,202,-0.00132524669416783
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,203,-0.000803971238439288
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,204,-0.000237777082856716
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,205,0.000311100874696657
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,206,0.00078679703330271
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,207,0.00114523156171767
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,208,0.00135788888989413
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,209,0.00141367286646721
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,210,0.00131877907764595
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,211,0.00109474146362666
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,212,0.000774994998174062
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,213,0.000400431006179059
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,214,1.44954892915234e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,215,-0.000341610174338908
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,216,-0.000633119044080229
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,217,-0.000834875328085558
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,218,-0.000933234178474792
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,219,-0.000926578984779889
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,220,-0.000824508574339938
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,221,-0.000645887172859474
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,222,-0.00041605872416142
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,223,-0.000163594584796565
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,224,8.30346600780429e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,225,0.000298495436888499
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,226,0.000463029313242915
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,227,0.000564077437418095
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,228,0.000596982924503435
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,229,0.000564773432131468
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,230,0.000477127547426924
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,231,0.000348710140889093
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,232,0.00019711596813475
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,233,4.06836351675437e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,234,-0.000103566447634229
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,235,-0.000221652788654812
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,236,-0.000303852562964232
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,237,-0.000345331466323954
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,238,-0.000346169381005266
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,239,-0.000310837210622381
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,240,-0.000247237353882198
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,241,-0.0001654593674561
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,242,-7.64204685840093e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,243,9.44261265442821e-06
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,244,8.32860634929493e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,245,0.000138668200986364
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,246,0.000171993918195981
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,247,0.000182581619967642
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,248,0.000172385531002432
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,249,0.000145443578005367
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,250,0.000107146368923737
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,251,6.34341884274228e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,252,2.00263207330563e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,253,-1.82279773922163e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,254,-4.78119122187722e-05
10K,PASS,kaiser,cutoff_hz=5200;kaiser_beta=5,255,-6.67819602678087e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,0,-6.47377633091271e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,1,-4.49385049096041e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,2,-1.47312954974448e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,3,2.3817272993766e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,4,6.70929100931668e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,5,0.000110191699239651
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,6,0.000147396048525631
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,7,0.000172831191905509
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,8,0.000181235600091062
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,9,0.000168755156398861
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,10,0.000133657034843033
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,11,7.68577456534297e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,12,2.17226525404352e-06
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,13,-8.37826823194245e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,14,-0.000172060333131775
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,15,-0.00025221406765202
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,16,-0.00031342121558149
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,17,-0.000345790602185003
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,18,-0.000341708402964581
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,19,-0.000297056292404055
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,20,-0.000212134359809554
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,21,-9.21408585924706e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,22,5.28989062424808e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,23,0.000208804483404482
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,24,0.000358493228056172
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,25,0.000483720583614724
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,26,0.000567144536642613
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,27,0.000594495233169507
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,28,0.000556596621573974
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,29,0.000450980762615998
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,30,0.000282860374023293
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,31,6.52809520234805e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,32,-0.000181643677688648
